image_id,file_name,split,scene_type,viewpoint,has_target,target_count,background_type,privacy_checked
train__IMG_20260504_111241_7b8e7689,images/train/IMG_20260504_111241_7b8e7689.jpg,train,normal_water,bank_side_oblique,true,4,not_applicable,true
train__IMG_20260504_111243_11b6d642,images/train/IMG_20260504_111243_11b6d642.jpg,train,complex_bank_side_background,bank_side_oblique,true,4,not_applicable,true
train__IMG_20260504_111523_b20e5fbf,images/train/IMG_20260504_111523_b20e5fbf.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_111536_15b12204,images/train/IMG_20260504_111536_15b12204.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_111630_7bd566c4,images/train/IMG_20260504_111630_7bd566c4.jpg,train,complex_bank_side_background,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260504_111726_a21c4640,images/train/IMG_20260504_111726_a21c4640.jpg,train,distant_small_object,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_111737_bc7fe915,images/train/IMG_20260504_111737_bc7fe915.jpg,train,strong_reflections,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_111741_8c85443f,images/train/IMG_20260504_111741_8c85443f.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_112048_3e70ec0e,images/train/IMG_20260504_112048_3e70ec0e.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_112715_805ccc56,images/train/IMG_20260504_112715_805ccc56.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_112745_550bf349,images/train/IMG_20260504_112745_550bf349.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_112828_4f84f857,images/train/IMG_20260504_112828_4f84f857.jpg,train,normal_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_113310_d137cd2a,images/train/IMG_20260504_113310_d137cd2a.jpg,train,strong_reflections,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_113618_3582eb6c,images/train/IMG_20260504_113618_3582eb6c.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_113757_d4198f99,images/train/IMG_20260504_113757_d4198f99.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_113826_49165dd4,images/train/IMG_20260504_113826_49165dd4.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_113844_b7341202,images/train/IMG_20260504_113844_b7341202.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_113900_9e0738e0,images/train/IMG_20260504_113900_9e0738e0.jpg,train,turbid_water,high_angle_imaging,true,3,not_applicable,true
train__IMG_20260504_113908_8de576c3,images/train/IMG_20260504_113908_8de576c3.jpg,train,turbid_water,high_angle_imaging,true,4,not_applicable,true
train__IMG_20260504_114046_4f9637cc,images/train/IMG_20260504_114046_4f9637cc.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260504_114333_b1631857,images/train/IMG_20260504_114333_b1631857.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_114348_43b2ca34,images/train/IMG_20260504_114348_43b2ca34.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_114703_13292da0,images/train/IMG_20260504_114703_13292da0.jpg,train,turbid_water,high_angle_imaging,true,6,not_applicable,true
train__IMG_20260504_114707_b291bac5,images/train/IMG_20260504_114707_b291bac5.jpg,train,normal_water,bridge_top,true,6,not_applicable,true
train__IMG_20260504_115334_8a466907,images/train/IMG_20260504_115334_8a466907.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_115429_daacf824,images/train/IMG_20260504_115429_daacf824.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_115802_46a7523d,images/train/IMG_20260504_115802_46a7523d.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_115847_a51021c4,images/train/IMG_20260504_115847_a51021c4.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_115856_4a2cde5f,images/train/IMG_20260504_115856_4a2cde5f.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_115912_d0dd8331,images/train/IMG_20260504_115912_d0dd8331.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_121924_70e39923,images/train/IMG_20260504_121924_70e39923.jpg,train,normal_water,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_121935_deaf051c,images/train/IMG_20260504_121935_deaf051c.jpg,train,turbid_water,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_122012_3e25f7b5,images/train/IMG_20260504_122012_3e25f7b5.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_122016_1a6c1e6a,images/train/IMG_20260504_122016_1a6c1e6a.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_122112_5014f964,images/train/IMG_20260504_122112_5014f964.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_122115_8d176f1b,images/train/IMG_20260504_122115_8d176f1b.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_122406_b2df5527,images/train/IMG_20260504_122406_b2df5527.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_123012_1a45f662,images/train/IMG_20260504_123012_1a45f662.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123034_9800014d,images/train/IMG_20260504_123034_9800014d.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123201_6482384c,images/train/IMG_20260504_123201_6482384c.jpg,train,turbid_water,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_123256_b26144d7,images/train/IMG_20260504_123256_b26144d7.jpg,train,turbid_water,bridge_top,true,2,not_applicable,true
train__IMG_20260504_123257_1a0d031b,images/train/IMG_20260504_123257_1a0d031b.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_123311_e78687cf,images/train/IMG_20260504_123311_e78687cf.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_123319_e3f74dd1,images/train/IMG_20260504_123319_e3f74dd1.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123320_87972073,images/train/IMG_20260504_123320_87972073.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_123443_71950d89,images/train/IMG_20260504_123443_71950d89.jpg,train,complex_bank_side_background,bridge_top,true,1,not_applicable,true
train__IMG_20260504_123448_bb807922,images/train/IMG_20260504_123448_bb807922.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_123500_31d24751,images/train/IMG_20260504_123500_31d24751.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260504_123513_8e3559e7,images/train/IMG_20260504_123513_8e3559e7.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_123518_c12280e3,images/train/IMG_20260504_123518_c12280e3.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123538_e42456ca,images/train/IMG_20260504_123538_e42456ca.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_123631_884ec5a0,images/train/IMG_20260504_123631_884ec5a0.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123633_924bbf8b,images/train/IMG_20260504_123633_924bbf8b.jpg,train,strong_reflections,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123702_88e95062,images/train/IMG_20260504_123702_88e95062.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123734_27e8db0b,images/train/IMG_20260504_123734_27e8db0b.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_123757_55e8bf77,images/train/IMG_20260504_123757_55e8bf77.jpg,train,strong_reflections,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_144736_3780bd10,images/train/IMG_20260504_144736_3780bd10.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_144741_a30fddc4,images/train/IMG_20260504_144741_a30fddc4.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_144916_957c65e4,images/train/IMG_20260504_144916_957c65e4.jpg,train,normal_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_144937_537aa915,images/train/IMG_20260504_144937_537aa915.jpg,train,normal_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_145035_63b382c9,images/train/IMG_20260504_145035_63b382c9.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_145045_9d5aa200,images/train/IMG_20260504_145045_9d5aa200.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_145443_63e76d79,images/train/IMG_20260504_145443_63e76d79.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_150241_83020ae6,images/train/IMG_20260504_150241_83020ae6.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_150248_1aa708c0,images/train/IMG_20260504_150248_1aa708c0.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_150304_75e2c034,images/train/IMG_20260504_150304_75e2c034.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_150317_f56f79ca,images/train/IMG_20260504_150317_f56f79ca.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_150608_dd98f2e9,images/train/IMG_20260504_150608_dd98f2e9.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_150622_1989eddc,images/train/IMG_20260504_150622_1989eddc.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260504_151818_efaa2e11,images/train/IMG_20260504_151818_efaa2e11.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_151820_3f31d448,images/train/IMG_20260504_151820_3f31d448.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_151940_d37bb4da,images/train/IMG_20260504_151940_d37bb4da.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_151949_21afd511,images/train/IMG_20260504_151949_21afd511.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_152050_848883fd,images/train/IMG_20260504_152050_848883fd.jpg,train,complex_bank_side_background,bridge_top,true,2,not_applicable,true
train__IMG_20260504_152053_a6fdc5e0,images/train/IMG_20260504_152053_a6fdc5e0.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260504_152600_8540a75a,images/train/IMG_20260504_152600_8540a75a.jpg,train,normal_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_160522_b9ff3331,images/train/IMG_20260504_160522_b9ff3331.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_160542_801c5dd5,images/train/IMG_20260504_160542_801c5dd5.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260504_160726_6dc53607,images/train/IMG_20260504_160726_6dc53607.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_160752_3130a6c5,images/train/IMG_20260504_160752_3130a6c5.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_163417_3bfc283e,images/train/IMG_20260504_163417_3bfc283e.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_163421_56e34eeb,images/train/IMG_20260504_163421_56e34eeb.jpg,train,normal_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_163449_aa7ec505,images/train/IMG_20260504_163449_aa7ec505.jpg,train,normal_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_163451_7244ff12,images/train/IMG_20260504_163451_7244ff12.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_165422_c0c8e1c2,images/train/IMG_20260504_165422_c0c8e1c2.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_165450_becdd721,images/train/IMG_20260504_165450_becdd721.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_170008_5a4d5526,images/train/IMG_20260504_170008_5a4d5526.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260504_170032_9cdf4fd6,images/train/IMG_20260504_170032_9cdf4fd6.jpg,train,normal_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_062608_e0e1f12f,images/train/IMG_20260505_062608_e0e1f12f.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_062613_895924d0,images/train/IMG_20260505_062613_895924d0.jpg,train,normal_water,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_062636_85e3a789,images/train/IMG_20260505_062636_85e3a789.jpg,train,strong_reflections,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_065029_3ea32437,images/train/IMG_20260505_065029_3ea32437.jpg,train,strong_reflections,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_065429_338adab9,images/train/IMG_20260505_065429_338adab9.jpg,train,complex_bank_side_background,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260505_065434_e8f43f34,images/train/IMG_20260505_065434_e8f43f34.jpg,train,normal_water,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_065449_90c5d528,images/train/IMG_20260505_065449_90c5d528.jpg,train,turbid_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260505_065452_fadcb595,images/train/IMG_20260505_065452_fadcb595.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_065456_d54149fc,images/train/IMG_20260505_065456_d54149fc.jpg,train,normal_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260505_073112_1c7aac8d,images/train/IMG_20260505_073112_1c7aac8d.jpg,train,normal_water,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_073203_955fcc5b,images/train/IMG_20260505_073203_955fcc5b.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_073212_c8cd3917,images/train/IMG_20260505_073212_c8cd3917.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_073338_a252b390,images/train/IMG_20260505_073338_a252b390.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_073355_be440049,images/train/IMG_20260505_073355_be440049.jpg,train,turbid_water,high_angle_imaging,true,6,not_applicable,true
train__IMG_20260505_073604_72e9526a,images/train/IMG_20260505_073604_72e9526a.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260505_074033_96eb439f,images/train/IMG_20260505_074033_96eb439f.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_074037_57129804,images/train/IMG_20260505_074037_57129804.jpg,train,complex_bank_side_background,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260505_074310_775b7cc4,images/train/IMG_20260505_074310_775b7cc4.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_074612_448f02e7,images/train/IMG_20260505_074612_448f02e7.jpg,train,complex_bank_side_background,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260505_075315_8de44449,images/train/IMG_20260505_075315_8de44449.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_075319_c95e37fc,images/train/IMG_20260505_075319_c95e37fc.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_075323_5d6cf72f,images/train/IMG_20260505_075323_5d6cf72f.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_075332_6e65453f,images/train/IMG_20260505_075332_6e65453f.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_075338_f8959458,images/train/IMG_20260505_075338_f8959458.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_075353_3b502e07,images/train/IMG_20260505_075353_3b502e07.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_075359_fabb142f,images/train/IMG_20260505_075359_fabb142f.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_075402_56acbfa0,images/train/IMG_20260505_075402_56acbfa0.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_075419_f85e75e0,images/train/IMG_20260505_075419_f85e75e0.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_075430_61b915f0,images/train/IMG_20260505_075430_61b915f0.jpg,train,complex_bank_side_background,bridge_top,true,1,not_applicable,true
train__IMG_20260505_075449_7d6956f9,images/train/IMG_20260505_075449_7d6956f9.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_143204_2418abc0,images/train/IMG_20260505_143204_2418abc0.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_143601_413adefd,images/train/IMG_20260505_143601_413adefd.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260505_143605_b19e293b,images/train/IMG_20260505_143605_b19e293b.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_143616_40e0aa64,images/train/IMG_20260505_143616_40e0aa64.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,5,not_applicable,true
train__IMG_20260505_144327_94ed91e2,images/train/IMG_20260505_144327_94ed91e2.jpg,train,normal_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260505_144332_ea1dfef6,images/train/IMG_20260505_144332_ea1dfef6.jpg,train,normal_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260505_144540_8b12bb2f,images/train/IMG_20260505_144540_8b12bb2f.jpg,train,distant_small_object,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_144555_c50e8b81,images/train/IMG_20260505_144555_c50e8b81.jpg,train,distant_small_object,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260505_151139_a99ba8fc,images/train/IMG_20260505_151139_a99ba8fc.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_151200_cdd2c73c,images/train/IMG_20260505_151200_cdd2c73c.jpg,train,complex_bank_side_background,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_151227_4b1ce49a,images/train/IMG_20260505_151227_4b1ce49a.jpg,train,turbid_water,bridge_top,true,3,not_applicable,true
train__IMG_20260505_151231_f38c6b96,images/train/IMG_20260505_151231_f38c6b96.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_151250_a6ba3126,images/train/IMG_20260505_151250_a6ba3126.jpg,train,complex_bank_side_background,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260505_151329_dac0ddba,images/train/IMG_20260505_151329_dac0ddba.jpg,train,turbid_water,bridge_top,true,1,not_applicable,true
train__IMG_20260505_153442_fb6b1089,images/train/IMG_20260505_153442_fb6b1089.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_153447_a2731515,images/train/IMG_20260505_153447_a2731515.jpg,train,turbid_water,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260505_153451_c95adc81,images/train/IMG_20260505_153451_c95adc81.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_160715_f2849596,images/train/IMG_20260505_160715_f2849596.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_160718_b4d6411a,images/train/IMG_20260505_160718_b4d6411a.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260505_160830_e3eaf7ac,images/train/IMG_20260505_160830_e3eaf7ac.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260506_061851_cbbba042,images/train/IMG_20260506_061851_cbbba042.jpg,train,normal_water,high_angle_imaging,true,3,not_applicable,true
train__IMG_20260506_061858_5c17f027,images/train/IMG_20260506_061858_5c17f027.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260507_074352_bb604639,images/train/IMG_20260507_074352_bb604639.jpg,train,complex_bank_side_background,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260507_074519_83bf82f4,images/train/IMG_20260507_074519_83bf82f4.jpg,train,distant_small_object,bridge_top,true,1,not_applicable,true
train__IMG_20260507_074522_90bd0dca,images/train/IMG_20260507_074522_90bd0dca.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260507_074532_fe1116bf,images/train/IMG_20260507_074532_fe1116bf.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260507_074534_f27a4065,images/train/IMG_20260507_074534_f27a4065.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260509_075304_a03572bc,images/train/IMG_20260509_075304_a03572bc.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260509_075309_87e83b63,images/train/IMG_20260509_075309_87e83b63.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260509_075323_55b1de6b,images/train/IMG_20260509_075323_55b1de6b.jpg,train,distant_small_object,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260509_075358_82322d01,images/train/IMG_20260509_075358_82322d01.jpg,train,distant_small_object,high_angle_imaging,true,4,not_applicable,true
train__IMG_20260509_075420_4a593426,images/train/IMG_20260509_075420_4a593426.jpg,train,normal_water,high_angle_imaging,true,4,not_applicable,true
train__IMG_20260512_075453_439b21f7,images/train/IMG_20260512_075453_439b21f7.jpg,train,strong_reflections,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260512_075456_95566595,images/train/IMG_20260512_075456_95566595.jpg,train,strong_reflections,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260512_075522_1154feee,images/train/IMG_20260512_075522_1154feee.jpg,train,distant_small_object,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260516_151125_d7b42965,images/train/IMG_20260516_151125_d7b42965.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260516_151136_a673ecd5,images/train/IMG_20260516_151136_a673ecd5.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260516_152716_106eebc0,images/train/IMG_20260516_152716_106eebc0.jpg,train,distant_small_object,bank_side_oblique,true,5,not_applicable,true
train__IMG_20260516_153013_e201edaa,images/train/IMG_20260516_153013_e201edaa.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,3,not_applicable,true
train__IMG_20260516_153020_f281d966,images/train/IMG_20260516_153020_f281d966.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_153024_bd2ddabf,images/train/IMG_20260516_153024_bd2ddabf.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_153033_6973495d,images/train/IMG_20260516_153033_6973495d.jpg,train,turbid_water,high_angle_imaging,true,3,not_applicable,true
train__IMG_20260516_153304_f5df644e,images/train/IMG_20260516_153304_f5df644e.jpg,train,dense_aquatic_vegetation,bridge_top,true,2,not_applicable,true
train__IMG_20260516_153309_2b975172,images/train/IMG_20260516_153309_2b975172.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_153714_6157853d,images/train/IMG_20260516_153714_6157853d.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_153930_cc95b410,images/train/IMG_20260516_153930_cc95b410.jpg,train,distant_small_object,high_angle_imaging,true,14,not_applicable,true
train__IMG_20260516_154128_4a0fc375,images/train/IMG_20260516_154128_4a0fc375.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_154343_853f4b0e,images/train/IMG_20260516_154343_853f4b0e.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_154347_f23d1e3c,images/train/IMG_20260516_154347_f23d1e3c.jpg,train,turbid_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_154646_e8e1bf28,images/train/IMG_20260516_154646_e8e1bf28.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,1,not_applicable,true
train__IMG_20260516_154726_74d84374,images/train/IMG_20260516_154726_74d84374.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_154732_6d46840f,images/train/IMG_20260516_154732_6d46840f.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260516_155030_51c37b6e,images/train/IMG_20260516_155030_51c37b6e.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155324_8efe4021,images/train/IMG_20260516_155324_8efe4021.jpg,train,distant_small_object,high_angle_imaging,true,3,not_applicable,true
train__IMG_20260516_155329_bcec2d18,images/train/IMG_20260516_155329_bcec2d18.jpg,train,normal_water,high_angle_imaging,true,3,not_applicable,true
train__IMG_20260516_155336_cf294097,images/train/IMG_20260516_155336_cf294097.jpg,train,complex_bank_side_background,bank_side_oblique,true,2,not_applicable,true
train__IMG_20260516_155413_ccd59899,images/train/IMG_20260516_155413_ccd59899.jpg,train,distant_small_object,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155416_fd364597,images/train/IMG_20260516_155416_fd364597.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,4,not_applicable,true
train__IMG_20260516_155429_10dabb0a,images/train/IMG_20260516_155429_10dabb0a.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,4,not_applicable,true
train__IMG_20260516_155438_76e8571c,images/train/IMG_20260516_155438_76e8571c.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155445_5f194d40,images/train/IMG_20260516_155445_5f194d40.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155704_a9b250e1,images/train/IMG_20260516_155704_a9b250e1.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155709_e574fbb1,images/train/IMG_20260516_155709_e574fbb1.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155823_4d4508f8,images/train/IMG_20260516_155823_4d4508f8.jpg,train,normal_water,high_angle_imaging,true,1,not_applicable,true
train__IMG_20260516_155828_3c55b262,images/train/IMG_20260516_155828_3c55b262.jpg,train,normal_water,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260516_160157_44976295,images/train/IMG_20260516_160157_44976295.jpg,train,dense_aquatic_vegetation,high_angle_imaging,true,2,not_applicable,true
train__IMG_20260516_160449_6411ea8e,images/train/IMG_20260516_160449_6411ea8e.jpg,train,dense_aquatic_vegetation,bank_side_oblique,true,11,not_applicable,true
